Move,History (PGN),Commentary,Eval Before,Eval After,Delta,Top K Best Moves
Qf6+,d4 Nf6 c4 g6 f3 Bg7 e4 d6 Nc3 O-O Bd3 Nbd7 Nh3 e5 d5 a5 Nf2 b6 Qc2 Nc5 Bg5 Bd7 g4 Qc8 h4 Kh8 h5 gxh5 Bxf6 Bxf6 Rxh5 Bg7 Nh1 f6 Qh2 h6 Ng3 Kh7 Be2 Rg8 Kf2 Rh8 Rh4 Qe8 Rg1 Bf8 Kg2 Nb7 Nh5 Qg6 f4 Nd8 Bf3 Nf7 Ne2 Be7 Kh1 Kg8 Neg3 Kf8 Nf5 Rg8 Qd2 Rc8 Rh2 Ke8 b3 Kd8 a3 Ra8 Qc1 Bf8 Nh4 Qh7 Nxf6 Qh8 Nxg8 Qxg8 g5 exf4 gxh6 Qh7 Qxf4 Bxh6,Black salvages some pride by dragging out his resistance. He could easily resign here.,448,-396,-844.0,"d8c8, h4f5, d7f5"
Ne4,e4 e6 d4 d6 Nc3 b6 f4 Bb7 Nf3 g6 Bd3 Bg7 Be3 Nf6 Qd2 Ng4 O-O Nxe3 Qxe3 O-O f5 exf5 exf5 Re8 Qf4 Qf6 Rfe1 Nd7,"I thought black would play Bxe4 or Qxf5. If 15. ..., Qxf5 then 16. Qxf5, gxf5 17. Ng3, f4 18. Nh5 and regains the pawn with well placed pieces. ( This was faulty however as Bxf3 followed by Bxd4ch is a crusher! So 15.Ne4 is a mistake that turns out better than it should. - 3 min games!?! )",-22,120,142.0,f6f5
e4,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Nf3 Nc6 Bf4 e6 e3 Nh5 Bg3 Nxg3 hxg3 Be7 Bd3 h6 a3 f6 Bg6+ Kf8 Bc2 Bd7 Nh4 Be8 Ng6+ Bxg6 Bxg6 Rc8 Qg4 f5 Qh5 Bf6 O-O Ne7 Bf7 Qd7 Ne2 g5 g4 Kg7 gxf5 exf5 f3 Rhf8,Now I see that White plays to trade by counter trading pieces. 46 min. remaining.,-287,289,576.0,"f8f7, e4e5, e7g8"
Bd2,d4 e6 e4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+ bxc3 Qa5,I protect,67,-78,-145.0,a5a4
g3,b4 e5 e3 Bd6 d4 f6 c4 Ne7 dxe5 fxe5 a4 O-O f4 exf4 exf4 Ng6,Pawn,-264,269,533.0,"d8f6, a1a2, d6b4"
Bxd5,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Bc5 Nxf7 Bxf2+ Kxf2 Nxe4+ Ke3 Qh4 Nxh8 Qf2+ Kxe4 d5+,Whites final mistake,Mate,Mate,,c8f5
Ne5,e4 c6 Nf3 d5 d3 Bg4 h3 Bxf3 Qxf3 e5 c3 Nf6 Be2 Be7 O-O O-O c4 d4 Qg3 Nfd7 f4 Bh4 Qg4 Be7 f5 Nf6 Qg3 Nbd7 Bh6 g6 Bxf8 Nxf8 Nd2 Nf8d7 Rfb1 b5 b4 a5 a4 Bxb4 Ra2 Bxd2 Rxd2 bxc4 dxc4 Nxe4 Qe1 Nxd2 Qxd2 gxf5 Qh6 Qf6 Qh5 e4 Rf1 d3 Bg4 Qg6 Rxf5 Qxh5 Bxh5 f6 Kf2 Rd8 Ke3,"I figured the king would have to move closer eventually, and then I could maybe sacrifice another pawn, but remove the white c pawn. If my c pawn becomes a passed pawn now...I might be cooking again, with butter.",304,-331,-635.0,"f5f6, g8g7, f6e6"
Bxf3,d4 f5 c4 g6 Nc3 Nh6 e4 fxe4 Nxe4 Bg7 Nf3 c6 Bd3 d5 cxd5 cxd5 Bb5+ Nc6 Bxc6+ bxc6 Nc5 O-O O-O Bg4 Re1 Qc8 Rxe7,We exploit the pin white does not have any good choices here. Only way to save in the short term is to take back.,265,-189,-454.0,"c1h6, f3d1, e7g7"
Bf1,d4 g6 c4 Bg7 e4 d6 Nc3 Nf6 Be2 c5 d5 Nbd7 Nf3 O-O O-O a6 a4 Rb8 Qc2 h6 Re1 Ne8,"Here I played Re1, Bf1 a lot faster than as I made my mind up when I played Qc2. My bishop didn't look pretty on d3.",117,-96,-213.0,b7b6
Ba6,e4 c5 Nc3 e6 f4 d5 Nf3 Nc6 Bb5 d4 Bxc6+ bxc6 Ne2 Nf6 d3,This is a somewhat sneaky move introducing Knight x e4 ideas and also the threat on c4 as a possibility to remove his doubled pawn.,-71,180,251.0,"b2b3, f6d7, e1g1"
Qb3,d4 Nf6 c4 c5 d5 b5 cxb5 a6 Nc3 axb5 Nxb5 Qa5+ Nc3 Bb7 Bd2 e6 e4 Qc7,Protecting d5 and also eyeing Bb7,151,-171,-322.0,"e6d5, e4d5, b7a6"
e5,d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 e3 Nc6 Bd3 O-O Ne2 d6 e4 Ne8 O-O b6 f4 Ba6 f5,"Intending 13... P - B 3, blocking White's attack.",-70,204,274.0,"d4d5, c6b8, g2g4"
O-O,Nf3 d5 d4 Nf6 c4 dxc4 e3 b5 a4 b4 Bxc4 e6,Stockfish 10 prefers 7. a5.,76,-72,-148.0,"f8e7, b1d2, e8g8"
Be2,e4 e5 Nf3 d6 d4 exd4 Nxd4 h6,"As a style thing, I prefer Bc4 as a follow up here. It move aggressively positions the bishop to go after Black's kingside and gives the Queen more avenues to engage.",100,-81,-181.0,"c7c5, d4b3"
Nd4,d4 Nf6 c4 e6 Nc3 b6 e4 d6 h3 Bb7 Bd3 Nbd7 Nf3 e5 d5 Be7 b4 O-O Be3 a5 b5 Nc5 O-O h6 Qd2 Bc8 Nh2 Bd7 f4 Be8 fxe5 dxe5 Nf3 Bd6 Bc2 Nh7 Ne2 g5 Ng3 Bd7 Nh5 f6 Rf2 Be8 Ng3 Bg6 Nh2 h5 Nf5 Bxf5 Rxf5 Kg7 Raf1 Qe8 h4 Qg6 hxg5 Be7 Nf3 Nxg5 Bxg5 fxg5 Nxg5 Rxf5 Rxf5 Bf6 Qe3 Rh8 Bd1 Kf8 Be2 Ke7 Nf3 Kd6 Kf2 Rg8 Bf1 Rg7,"[?!] Given his pawn plus perhaps White should have taken a more conservative approach and brought his king into play on e1 or e2. It is difficult to argue with results, however, given Black’s rejection of 40.… exd4 41.e5+ Kd7 (and not 41.… Ke7 42.exf6+).",-48,363,411.0,"e5d4, e4e5, d6d7"
Qxg6,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nc6 Nf3 Nf6 Nxf6+ Qxf6 Be2 Bd6 Bg5 Qg6 Qd3 O-O,White lost a tempo,9,-21,-30.0,"h7g6, a2a3"
Nxg2+,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Ne5 Be2 Nf6 Bg5 Bc5 Bxf6 Qxf6 f3 Ng4 Nh3 Ne3 Qd2 Qxb2 Qc3 Qc1+ Bd1,"Better would have been Qxd1+, 13.Kf2, Qxh1.",805,-596,-1401.0,"e1f1, g2e3, f1e2"
Qxe4#,e3 d5 e4 Nf6 exd5 Nxd5 Bc4 e6 Nf3 Nc6 d4 Bd7 Qd3 g6 O-O Bg7 Re1 O-O Qe4 Nb6 Bd3 Qe7 Nh4 Qf6 f4 Ne7 Rf1 Qxh4 g3 Bc6 Qe1 Bxd4+ Rf2 Bxf2+ Kxf2 Qxh2+ Ke3 Nf5+ Bxf5 Nd5+ Kd4 exf5 Qe6 Qg1+ Ke5 fxe6 Nd2 Qe3+ Ne4,Checkmate! Please leave at least three stars for this review. Thanks!,Mate,Mate,,
Nbd2,e4 e5 Nf3 f6 d4 Nc6 dxe5 fxe5 Bc4 Nge7 Bg5 h6 Bh4 g5 Bg3 d6,Knight,332,25,-307.0,"e7g6, h2h4, g5g4"
d4,e4 Nf6 f4 Nxe4 Nf3 Nc5,chasing the knight,-17,28,45.0,"c5e4, f1d3"
Qe7,d4 Nf6 Nf3 d5 c4 e6 Bg5 Be7 Nc3 Nbd7 e3 O-O Rc1 Re8 Qc2 dxc4 Bxc4 c5 O-O cxd4 Nxd4 a6 Rfd1 Qa5 Bh4 Ne5 Be2 Ng6 Bg3 e5 Nb3 Qc7 Qb1 Qb8 Bf3 Qa7 Na5 Bb4 Nc4 Bd7 Nd5 Nxd5 Bxd5 Be6 Qe4 Bxd5 Rxd5 Rac8 Rcd1 Bf8 b3 b5 Nd6 Bxd6 Rd5xd6 Rc7 h4 f6 Qd5+ Kh8 h5 Nf8 h6 Ng6 Qe6 Rf8 Rd6d7 gxh6 Bh4 Nxh4,"White threatens three mates (QxRP, Q-Kt7, QxR) on the move. Black cannot defend all of them, so he resigns.",Mate,Mate,,"h4f3, g1h1, f8f7"
Nf1,e4 c5 Nf3 d6 Be2 Nf6 d3 e6 c3 Be7 Nbd2 O-O Nf1 Nbd7 Ne3 Nh5,"He is forced to go backwards with his Knight, to free his Bishop checking square f4. Now I cannot go to f4, but I am spoiling a little bit his attack.",8,-2,-10.0,"h5f6, f1g3"
Bd3,e4 e5 Nf3 Nf6 Nxe5 Nxe4 d3 d6 dxe4 dxe5 Bc4 Qd4 Nd2 Qd8 O-O Bc5 Nb3 Qxd1 Rxd1 Bg4 Nxc5 Bxd1 Nxb7 Bh5 Bd5 O-O Na5 Rd8 h3 c6 Nxc6 Nxc6 Bxc6 Rac8 Bb7 Rxc2 Bg5 Rb8 Ba6 Rb6,attacking the rook,-201,222,423.0,"c2b2, g5c1, b2b4"
Bc4,e4 e5,Gainsborough center with bishop out,34,-1,-35.0,"g8f6, d2d3"
Bg7,e4 c5 Nf3 g6 c4 Nc6 Nc3,...as promised.,21,-24,-45.0,"d2d3, d7d6, c1e3"
e4,,"My 'analysis' consists of the thoughts that I wrote down at the time I was playing the game (generally just immediate stream of consciousness, flights of fancy & half-baked attempts to work out plausible variations). I generally try to go back after the game and see how this compares with any analysis by Gameknot's engine and also compare the body of established opening theory). I offer to share with my opponent so that they can defend themselves against my thought doodles. Otherwise, it just stays as a private testimony to how far awry my own bizarre thought processes are!",,-19,,"c7c5, g1f3, e7e6"
Bg2,g3 d5,Continuation of my planned opening,17,22,5.0,"e7e5, d2d3, g8f6"
Re1,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Nf6 O-O h6 e5 Nd5,Gameknot post match analysis had suggested that Hester for white (+ 1.08) was 8. Be4 Nb6 9. Bf4 g5 10. Bg3 Bg7 11. Bf3 Nc4 12. Qe2 Nxb2 13. c3 Na4 14. Qc2 Nb6 15. Nd2 Nc6 16. Nxc6 dxc6 17. Bh5 O-O 18. Rab1 Nd7 19. f4 gxf4 20. Rxf4 It scores 8. Re1 Nc6 as +1.09 so maybe not much to choose & white eventually plays Be4 on move 11,140,-160,-300.0,"b8c6, d4c6, d7c6"
Bd2,Nf3 Nc6 g3 d5 Bg2 e5 d3 h6 Nbd2 Bc5 h3 Bd7 O-O Qc8 Kh2 Nf6 Nb3 Bb6 a4 a5 c4 d4 c5 Ba7 Qc2 Be6,"Ra3 would have been more safe. I was threatening h5 but didn’t realize that AFTER the combo I mentioned earlier, the rook would be guarding that pawn as well as the knight.",22,-16,-38.0,"e6b3, c2b3"
Nh3,e4 e5 Bc4 Nf6 Qf3 Bc5 d3 d5 Bf4 Nxe4 Bg3 Nxg3 Qxf7+ Kxf7 Bxd5+ Ke7 Nc3 Ne4 Kd1 Nxf2+ Ke2 Nxh1 Nb5 Ng3+ Kf3 Nh5,Knight up,-1179,Mate,,"d8d5, f3e2, d5g2"
Ne8,c4 Nf6 g3 c5 Bg2 Nc6 Nc3 g6 Nf3 Bg7 d4 cxd4 Nxd4 O-O O-O e5 Ndb5 a6 Nd6,White to play.,-202,203,405.0,"c3e4, e8d6, e4d6"
Be2,e4 e5 d3 Bb4+ Nd2 d6,Bishop,30,-6,-36.0,"b4c5, c2c3"
Nbd2,e4 c5 Nf3 Qa5 c3 d6 a4 Bg4 Bb5+ Bd7 b4 Qc7 h3 Bxb5 axb5 cxb4 Qb3 a6 Qxb4 a5 Qd4 Nf6 b6 Qc6 d3 e5 Qe3 a4 g4 Ra6,Hanging the pawn on c3,-4,253,257.0,"c6c3, a1b1, a4a3"
Nb5,d4 d5 c4 e6 Nf3 c6 Nc3 h6 e4 b6 Bf4 Nf6 Bxb8 Rxb8 Ne5 Bb7 Qa4 a6 Nxc6 Bxc6 Qxc6+ Nd7 cxd5 Rc8 Qb7 a5 Bb5 Bd6 Bxd7+ Qxd7 Qxd7+ Kxd7 O-O Rc4,Ici les noirs sont prêts pour l'échange cavalier-fou.,253,-51,-304.0,"e6d5, e4e5"
Nxe4,e4 c6 Nc3 d5 d4 dxe4,"I am excited, for the first time ever to try the Tartakower variation. It seems that David Howel and Vincent Keymer have made it into the household name lately, but of course I do not expect anything on their level. Our needs are basic: to catch the opponent off guard(ideally) and survive as much as possible(practically).",35,-28,-63.0,g8f6
h5,d4 d5 c4 e6 Nf3 a6 Nc3 h6 e3 c6 b3,Moves end pawn,-67,137,204.0,c1b2
Rg6,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O a6 Bxc6 dxc6 Nxe5 f6 Qh5+ g6 Nxg6 hxg6 Qxh8 Be6 e5 Qd4 exf6 O-O-O c3 Qd3 Qh4 Bc4 Qg4+ Kb8 Qd1 Qf5 d4 Bxf1 Qxf1 Bd6 Nd2 Nxf6 Nf3 Ng4 h3 Nf6 Bg5 Bf4 Bxf4 Qxf4 Re1 g5 Re6 g4 hxg4 Nxg4,??,333,1,-332.0,d8h8
Nf8,e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 exd6 exd6 h3 Bf5 Nf3 Be7 Nc3 O-O Be2 Bf6 O-O Re8 Be3 Nc6 b3 Bg6 Rc1 Ne7 g4 h6 h4 Nc6 g5 hxg5 hxg5 Be7 Kg2 Nd7 Rh1,"The defence arrives, but when I looked at my position I almost teared up out of misery. This was just a depressing position to be in.",-312,320,632.0,"h1h2, f8h7, d1d2"
Qg6+,Nf3 Nf6 d4 d5 c4 dxc4 e3 c5 Bxc4 cxd4 O-O e6 exd4 Be7 Nc3 O-O Bf4 Nc6 Re1 h6 Qd2 Nh5 Be3 a6 Bb3 b5 Bxh6 gxh6 Qxh6 Ng7 Rad1 Nf5 Qh3 Bf6 d5 exd5 Rxd5 Qc7 Rxf5 Bxf5 Qxf5 Bxc3,I wasn't worried about recapturing the bishop. I was after bigger game.,Mate,Mate,,"c3g7, f3g5, f8d8"
Be3,e4 d6 d4 e5,Protecting the pawn,48,-19,-67.0,"g8f6, d4e5, f6g4"
Bb2,Nf3 Nc6 g3 d5 e3 Nf6 Bg2 e5 O-O Bc5 b3 O-O,The Lady of the Lake stirs.,-9,103,112.0,"e5e4, f3e5, c6e5"
Bd4,e4 a6 d4 e6 a3 b6 Bd3 d6 f4 g6 Nf3 Ne7 O-O Bg7 c3 c5 Be3 Bb7 Nbd2 Nbc6 Qe1 h6 Rd1 cxd4 cxd4 O-O Qg3 f5 exf5 Nxf5 Bxf5 gxf5 d5 exd5 Nb3 Kh7 Nfd4 Qd7 Nxc6 Bxc6,Making good use of the G file. The position is roughly equal.,0,-4,-4.0,"f8g8, g3h3, a8e8"
f6,h4 d5 Nf3 Nf6 Ne5 Ne4 f3 c6 fxe4 dxe4 g4,is this a small pawn wall,-61,212,273.0,"e5c4, h7h5, g4h5"
Ne5,e4 c5 Nf3 Nc6 c3 a6 d4 e6 d5 exd5 exd5 Nce7 Bg5 d6 Be2 h6 Bh4 Qb6 Qc2 Bf5 Qd2 Be4 Bxe7 Nxe7 c4 Bxf3 Bxf3 Ng6 O-O Be7 Nc3,"I prepared for this move with the retreat of my bishop that both preserved the bishop itself, and also protected the pawn.",6,-7,-13.0,"f3e2, e8g8, a1e1"
a6,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bb5 Nd4 O-O,"To be honest, I was afraid of Nxb6 more, in which case I would lose my bishop pair. This is a better move for me.",27,-28,-55.0,b5e2
Bc5,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Nxe4 d3,Bishop not sure what’s black is doing since if moves f2 this player would loose a piece,39,491,452.0,"d3e4, d7d6, c1e3"
Rxd6,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 Nc6 Qd2 Bd7 O-O-O a6 g4 Nxd4 Bxd4 O-O h4 h5 gxh5 Nxh5 Bxg7 Kxg7 Rg1 Qa5 Rg5 f5 Qg2 Nf4 Qg3 e5,Credo che questo sia l'inizio della fine...per il nero,387,-293,-680.0,"d7e8, e4f5, a5c5"
Nf6,g3 e5 Bg2 d5 Nf3 Nc6 d3 Be6 O-O,"Another sensible developing move, but as black I would have played 5...f6 followed by....Qd7 and .....0-0-0",14,-4,-18.0,c2c4
Nd4,d4 a5 e3 d5 Nf3 f6 Nc3 c6 Bd3 Nh6 Bd2 e6 O-O Qb6 Na4 Qc7 e4 Bd6 exd5 Ng4 g3 O-O dxe6 Bxe6 Nc5 Bxc5 dxc5 Nd7,"The possibility still remains with my other knight, and now Black is forced to make a hard choice: there's nowhere the queen can go to also protect the knight and bishop and prevent the pin.",421,-447,-868.0,"e6d5, d1g4, d7e5"
c6,e4,"I am still not bored with Caro.. It feels that even misplaying it at times, keeps me in business.",-29,44,73.0,"d2d4, d7d5"
h5,d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 h6 Bh4 O-O Rc1 c6 Bd3 Nbd7 Nf3 dxc4 Bxc4 Nd5 Bg3 Nxc3 bxc3 c5 O-O a6 Bd3 Nf6 Ne5 Bd6 Bh4 Be7 Bb1 Qe8 dxc5 g5 Bg3 Bxc5 f4 Bxe3+ Kh1 Bxc1 fxg5 Bxg5 Rxf6 Kg7 Qd3,"""Il Nero non può giocare 24...Kxf6 perchè dopo 25.Nxg4 sarebbe seguito matto alla prossima. Ora la Torre è minacciata, ma io avevo preparato una nuova sorpresa..."", che ci godiamo senza ulteriori inutili commenti",-481,725,1206.0,"f6f7, f8f7, d3h7"
Rf3,e4 c5 Nc3 e6 f4 d5 Nf3 Nc6 Bb5 d4 Bxc6+ bxc6 Ne2 Nf6 d3 Ba6 b3 Qb6 Ne5 Rd8 O-O Be7 Kh1 O-O,"this rook lift starts to bring to the kingside and makes way for the other to potentially double on the f file. Additionally it removes the Knight xe4 ideas from being effective, If instead i played for instance Knight g1 and he took on e4 he would then be able to take the rook on f1",169,-123,-292.0,"f6d7, e5d7, d8d7"
Bd6,e4 c6 Bc4 d5 exd5 cxd5 Bb3 Nf6 Nf3 Nc6 h3 e5 d3,"As Jeremy Silman might say, holding the center is a responsibility, and I take it seriously, reinforcing it as much as I can.",59,-77,-136.0,"c1g5, c8e6, b1c3"
Nd5,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Ne2 c6 Nbc3 Nb6 Bb3 Bd6 O-O O-O Ne4 Bc7 Bg5 Qe8 Ne2g3,Probably annoyed by my bishop lining up the f pawn.,-116,107,223.0,"d3d4, f7f6, g5d2"
g6,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3,"The first time for a while I have faced up to the Yugoslav Attack, as I don't have my books with me where I am living in Kazakhstan.",-41,55,96.0,"c1e3, f8g7"
e5,e3,opening I am black,-6,18,24.0,"d2d4, e5d4, e3d4"
Ne4,d4 Nf6 Nc3 c5 dxc5 e6 e4 Bxc5 e5 Qb6 exf6 Bxf2+ Ke2 Bxg1 Rxg1 Qxg1 Qd6 gxf6 Be3 Qh1 Bc5 Nc6,The third piece join in on the attack against the king.,612,-597,-1209.0,"e8d8, e4f6, h8e8"
Bxc6,e4 c5 Bc4 e6 Nc3 Nc6 a3 Nf6 d3 d5 exd5 exd5 Qe2+ Be7 Bb5 Bd7 Nf3 O-O h3 a6,"… unless White is willing to concede the bishop pair, which then makes 10.h3? a completely wasted move. (10.O-O would have addressed potential pins of both the queen and the knight on f3.) Black fails to take full advantage of the gift, however: 10.… Nd4 11.Nxd4 cxd4 12.Bxd7 dxc3 13.Ba4 b5 14.Bb3 Re8 15.bxc3 Bxa3 16.Be3 Bb2 with the threat of 17.… Bxc3+ followed by 18.… d4 in addition to the direct attack on White’s rook.",-70,76,146.0,"d7c6, f3e5"
h5,Nf3 c5 c4 Nc6 Nc3 Nd4 Nxd4 cxd4 Ne4 e5 d3 Nf6 Nxf6+ Qxf6 g3 b6 Bg2 Rb8 O-O Bb7 e3 Bxg2 Kxg2,"Black wants to attack, but he allows White to get a winning position by damaging his pawn structure.",-17,224,241.0,"e3d4, f6c6, g2g1"
Nf4,Nf3 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 Qa4+ Bd7 Qh4 Nb6 d4 Bg7 Bh6 Bf6 Qg3 e6 e3 Bc6 Bb5 a6 Bxc6+ Nxc6 a3 Qd7 Rd1 O-O-O O-O Nd5 Nxd5 Qxd5 Bg5 Bxg5 Qxg5 f5 Qg3 g5 Qxg5 Rhg8 Qh5 Rg4 Nh4 Qe4 g3 Rd7 Ng2 Qf3 Qe8+ Nd8 Rdc1 Rgg7,27. Nf4 - threatening Nxe6.,284,-273,-557.0,"g7e7, e8f8, h7h5"
a6,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2,"The usual reply, preventing white from playing a piece to b5 and preparing b7-b5",-27,33,60.0,e1c1
O-O,d4 c5 c3 d5 Nf3 Bf5 Bf4 Nc6 e3 e6 Bd3 Bxd3 Qxd3 c4 Qd1 Qb6 Nbd2 Qxb2 Qc1 Ba3 Qxb2 Bxb2 Rb1 Bxc3,It was touch move.,-214,378,592.0,"c3d2, f3d2, b7b6"
e6,e4,"By not going to e5, the middle 4 squares are there for the taking.",-25,33,58.0,"d2d4, d7d5, b1c3"
Qg4+,c3 e5 f3 Nc6 Kf2 Bc5+ d4 exd4 b4 Bb6 b5 Nce7 cxd4 d5 Bg5 f6 Be3 Bf5 Nc3 Qd7 Bf4 Bxd4+ Qxd4 Nh6 Bxh6 gxh6 Qxf6 Rf8 Qxh6 O-O-O b6 axb6 Qd2 h5 e3 Bg6 Nb5 Nc6 Ne2 Kb8 Nf4 Bf7 Be2 Ne5 Rhc1 c6 Rab1 cxb5 Bxb5 Qd6 Ba4 h4 Rb5 Nc4 Qc2 Rdc8 e4 Na3 Qb2 Nxb5 g3 Rxc1 Qxc1 Nc7 Bd1 hxg3+ hxg3 dxe4 fxe4 Ne6 Nxe6 Bxe6+ Kg2 Bxa2 Qf4 Rxf4 gxf4 Qxd1 f5,,Mate,Mate,,"g2f2, g4f4, f2e1"
h3,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6,"Although h3 can be useful because it prevents the knight's pin, it also weakens future castling.",16,-17,-33.0,"f8d6, f1d3"
O-O,e4 e5 Bc4 d6 Qf3 Qe7 d3 c5 Qg3 Nf6 Bg5 Nbd7 Nf3 a6 Nh4 h6 Nf5 b5 Nxe7 Bxe7 Bxf6 Bxf6 Bd5 Ra7 Bc6 O-O Nd2 Rc7 Bxd7 Bxd7 f4 exf4 Qxf4 Bxb2 Rb1 Be5 Qh4 Bf6 Qg3 Be5 Qf3 Be6,White curiously drops the a pawn here. Castling does not provide significant advantage with the black queen off the board--though white does get the rook out. This move could have waited--I definitely recommend 22. c4. Black probably responds Re7. 23. Rf1 f5 g4 f4 Ke2 Ra7 h4...,375,-356,-731.0,"e6a2, b1a1, a2e6"
Rxf6,Nf3 Nf6 c4 d6 d4 Nbd7 g3 e5 Bg2 Be7 O-O O-O Nc3 c6 e4 Qc7 h3 Re8 Be3 Nf8 Rc1 h6 d5 Bd7 Nd2 g5 f4 gxf4 gxf4 Kg7 fxe5 dxe5 c5 cxd5 Nxd5 Qc6 Nc4 Ng6 Nd6 Be6 Nxe7 Nxe7,Exploiting the weak black squares.,477,-362,-839.0,"g7f6, d1h5"
Bd2+,d4 d5 Nc3 Bf5 Bf4 f6 Nb5 c6 Nc7+ Kd7 Nxa8 Na6 e3 Nb4 Bd3 Bxd3 cxd3 Nxd3+ Qxd3 Qxa8 Qf5+ e6 Qh3 Bb4+ Ke2 Ne7 Nf3 a5 Qg3 Qa6+ Kd1 Qd3+ Kc1 c5 Bc7,What?,186,462,276.0,"f3d2, e7f5, g3f3"
Rd1,e4 e5 Nc3 c6 d4 exd4 Qxd4 Qe7 Nf3 d5 Bd3 Bf5 O-O dxe4 Bxe4 Bxe4 Nxe4 Nd7 Re1 Kd8 a3 Qe8 Nd6 Qxe1+ Nxe1 Bxd6 Qxd6 Ngf6 Bg5 Re8 Bxf6+ gxf6,Preparing the pin and threatening checkmate if black doesn't react.,772,-817,-1589.0,"e8e7, e1f3, d8e8"
dxc3,e4 d5 e5 f6 d4 e6 Nf3 b6 Nc3 c5 Bb5+ Bd7 Bxd7+ Qxd7 dxc5 bxc5 exf6 Nxf6 Ne5 Qc7 Bf4 Bd6 Nb5 Qa5+ Nc3 d4 Nc4 Qd8 Nxd6+ Ke7 Nb7 Qb6 Nxc5,17. …. dxc3 - black regains his piece but …..,-170,139,309.0,"c5d3, c3b2, a1b1"
Kf7,d4 d5 Bf4 c6 e3 e6 Nc3 b6 Nf3 h6 Bd3 g5 Be5 f6 Bg6+ Ke7 O-O Nd7 Bg3 Ba6 b3 Bxf1 Qxf1 c5 dxc5 Nxc5 Nb5 Ne4 Bd6+ Kd7 Bxe4 dxe4 Nfd4 Bxd6 Nxd6 Kxd6 Nb5+ Ke7 Rd1 Qe8 Nc7 Qc8 Nxa8 Qxa8 Qb5 Qc8 Qd3 f5 Qd6+ Kf6 Qd4+ e5 Qd6+ Qe6 Qd8+ Qe7 Rd6+,not very strong move?? I win his queen,-364,370,734.0,"d6d7, e7d7, d8d7"
Nge7,e4 e5 g3 f6 c3 Nc6 b4 b5 h3,Both knights out,23,102,79.0,a2a4
a6,c4 c5 Nf3 Nf6 d4 cxd4 Nxd4 g6 Nc3 d5 Bg5 dxc4 e3 Qa5 Bxf6 exf6 Bxc4 Bb4 Rc1,Another time-wasting move. Better would be 10 O-O.,-104,146,250.0,"e1g1, b4c3, c1c3"
Rca1,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 h6 Be3 Nf6 h3 Nbd7 Bd3 Bxd3 Qxd3 e6 O-O Be7 c4 O-O a3 Qc7 b4 b5 c5 Nd5 Rac1 Nd7f6 Ne5 a5,ouch.,-76,128,204.0,"a5b4, a3b4, d5b4"
O-O,e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 d6 d3 Bg4 h3 Bh5 g4 Bg6,?? Now I punish him for this.,10,86,76.0,h7h5
Ra1,d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d5 cxd5 Nxd5 O-O c5 e4 Nb6 d5 e6 Bg5 f6 Be3 Na6 Nc3 Nc4 Bc1 e5 Nb5 Bd7 a4 Qb6 b3 Na5 Re1 Nb4 Na3 a6 Be3 Qd6 Nd2 b5 Bf1 f5 f3 f4 Bf2 fxg3 hxg3 Bh6 Be3 Bxe3+ Rxe3 Qb6 Kf2 Nb7 Nc2 Nxc2 Qxc2 g5 Qc3 Qf6 axb5 axb5 Rxa8 Rxa8 Re1 h5,The threat of simplification followed by the promotion of the passed Pawn enables White to seize the open file.,55,-56,-111.0,"a8f8, a1a7, d7c8"
Re1,d4 f5 c4 g6 Nc3 Nh6 e4 fxe4 Nxe4 Bg7 Nf3 c6 Bd3 d5 cxd5 cxd5 Bb5+ Nc6 Bxc6+ bxc6 Nc5 O-O O-O Bg4,"We do have a brilliant multipurpose move. At first we link up with our bishop. The queen gets active. At last but not least, we set up a trap, white can fall into. White it tempted to take a ""free"" poisoned pawn. [%csl Gg4,Gc8][%cal Gd8c8,Rc8g4,Ye1e7]",-45,65,110.0,"g4f3, g2f3, h6f5"
